tau,x,y,theta,v,omega,v2_plus_omega2
9.659318637274548758e-01,7.433790955199441886e-01,7.082951556236254387e-01,6.976206735073427201e-02,-5.571819264276314243e-01,-1.299826257952344077e+00,2.000000000000000000e+00
9.679358717434869419e-01,7.415402676519979863e-01,7.081706304492639825e-01,6.551447912046254318e-02,-5.686562361864250237e-01,-1.294847514206321160e+00,2.000000000000000444e+00
9.699398797595190080e-01,7.396635254173129503e-01,7.080515269859266603e-01,6.128335002619368643e-02,-5.800758834656352114e-01,-1.289772061033096939e+00,2.000000000000000000e+00
9.719438877755510742e-01,7.377490644750102078e-01,7.079381433574589710e-01,5.706899548824958396e-02,-5.914399336727086398e-01,-1.284600640221396750e+00,2.000000000000000444e+00
9.739478957915831403e-01,7.357970854051519849e-01,7.078307730583422996e-01,5.287172848250894924e-02,-6.027474664240826119e-01,-1.279334003190468527e+00,2.000000000000000444e+00
9.759519038076150954e-01,7.338077936065702245e-01,7.077297048658092171e-01,4.869185950942793439e-02,-6.139975756644923122e-01,-1.273972910653176527e+00,2.000000000000000444e+00
9.779559118236471615e-01,7.317813991933715956e-01,7.076352227550275487e-01,4.452969656416472938e-02,-6.251893697771261360e-01,-1.268518132277848043e+00,2.000000000000000000e+00
9.799599198396792277e-01,7.297181168902167059e-01,7.075476058173757465e-01,4.038554510781512674e-02,-6.363219716845891494e-01,-1.262970446349175990e+00,2.000000000000000000e+00
9.819639278557112938e-01,7.276181659264676638e-01,7.074671281818276647e-01,3.625970803975717138e-02,-6.473945189407386280e-01,-1.257330639428424046e+00,2.000000000000000000e+00
9.839679358717433599e-01,7.254817699293012456e-01,7.073940589394622780e-01,3.215248567111016198e-02,-6.584061638134206529e-01,-1.251599506013203689e+00,2.000000000000000444e+00
9.859719438877754261e-01,7.233091568158830365e-01,7.073286620711106698e-01,2.806417569930760164e-02,-6.693560733581155331e-01,-1.245777848197103355e+00,2.000000000000000000e+00
9.879759519038074922e-01,7.211005586846981341e-01,7.072711963781495026e-01,2.399507318378439266e-02,-6.802434294825900896e-01,-1.239866475329406192e+00,2.000000000000000444e+00
9.899799599198395583e-01,7.188562117061336743e-01,7.072219154164474109e-01,1.994547052277755028e-02,-6.910674290025637934e-01,-1.233866203675174411e+00,2.000000000000000444e+00
9.919839679358716245e-01,7.165763560124067677e-01,7.071810674334674252e-01,1.591565743123883603e-02,-7.018272836884940080e-01,-1.227777856075939367e+00,2.000000000000000000e+00
9.939879759519036906e-01,7.142612355869328855e-01,7.071488953085249829e-01,1.190592091985689591e-02,-7.125222203035208590e-01,-1.221602261611258289e+00,2.000000000000000000e+00
9.959919839679357567e-01,7.119110981532267290e-01,7.071256364962001939e-01,7.916545275185697672e-03,-7.231514806326739819e-01,-1.215340255261369684e+00,2.000000000000000000e+00
9.979959919839678228e-01,7.095261950634288439e-01,7.071115229728975882e-01,3.947812040875249562e-03,-7.337143215034170884e-01,-1.208992677571200325e+00,2.000000000000000000e+00
1.000000000000000000e+00,7.071067811865476838e-01,7.071067811865454633e-01,-4.380176776841437913e-16,-7.442100147976105085e-01,-1.202560374315959635e+00,2.000000000000000444e+00
